Id,Name,Usage,Disease,Disease ID,In a panel,Evidence level,Type,Source,Source ID,Assay/Test,Pmid,Molecular type,Molecular ID,Treatment
464,Protein O-GlcNAcase,DiagnosticBM,Diabetic Nephropathy,http://ns.ontoforce.com/datasets/nci/C84417,No,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA),21307379,Protein,O60502,
465,Neutrophil gelatinase-associated lipocalin,DiagnosticBM,Diabetic Nephropathy,http://ns.ontoforce.com/datasets/nci/C84417,No,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA),21307379,Protein,P80188,
466,"Fatty acid-binding protein, heart",DiagnosticBM,Diabetic Nephropathy,http://ns.ontoforce.com/datasets/nci/C84417,No,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA),21307379,Protein,P05413,
467,Neutrophil gelatinase-associated lipocalin,DiagnosticBM,Diabetic Nephropathy,http://ns.ontoforce.com/datasets/nci/C84417,No,,Molecular Biomarker,Urine,UBERON_0001088,Immunoassay,22950063,Protein,P80188,
468,Dipeptidyl peptidase 4,DiagnosticBM,Diabetic Nephropathy,http://ns.ontoforce.com/datasets/nci/C84417,No,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA)|western blot,22388283,Protein,P27487,
469,Zinc-alpha-2-glycoprotein,DiagnosticBM,Diabetic Nephropathy,http://ns.ontoforce.com/datasets/nci/C84417,No,,Molecular Biomarker,Urine,UBERON_0001088,Mass spectrometry|gel electrophoresis,22211921,Protein,P25311,
470,Collagen alpha-4(IV) chain|Collagen alpha-5(IV) chain|Collagen alpha-2(IV) chain|Collagen alpha-1(IV) chain|Collagen alpha-3(IV) chain|Collagen alpha-6(IV) chain,DiagnosticBM,Diabetic Nephropathy,http://ns.ontoforce.com/datasets/nci/C84417,No,,Molecular Biomarker,Urine,UBERON_0001088,Mass spectrometry,22872235,Protein,P53420|P29400|P08572|P02462|Q01955|Q14031,
471,Vitamin D-binding protein|Vitamin D-binding protein|Vitamin D-binding protein|Vitamin D-binding protein,DiagnosticBM,Diabetic Nephropathy,http://ns.ontoforce.com/datasets/nci/C84417,No,,Molecular Biomarker,Urine,UBERON_0001088,Western blot,24396416,Protein,D6RF20|D6RBJ7|D6RF35|P02774,
472,Transforming growth factor beta-1,PrognosticBM,Diabetic Nephropathy,http://ns.ontoforce.com/datasets/nci/C84417,No,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA),23685222,Protein,P01137,
473,Matrix Metalloproteinase,DiagnosticBM,Diabetic Nephropathy,http://ns.ontoforce.com/datasets/nci/C84417,No,,Molecular Biomarker,Urine,UBERON_0001088,Enzymatic microassay,22949917,Protein,,
474,Protein AMBP,DiagnosticBM,Diabetic Nephropathy,http://ns.ontoforce.com/datasets/nci/C84417,No,,Molecular Biomarker,Urine,UBERON_0001088,Liquid chromatography-mass spectrometry,24211404,Protein,P02760,
475,Voltage-dependent anion-selective channel protein 1,DiagnosticBM,Diabetic Nephropathy,http://ns.ontoforce.com/datasets/nci/C84417,No,,Molecular Biomarker,Urine,UBERON_0001088,Liquid chromatography-mass spectrometry,24211404,Protein,P21796,
476,MLL3,DiagnosticBM,Diabetic Nephropathy,http://ns.ontoforce.com/datasets/nci/C84417,No,,Molecular Biomarker,Urine,UBERON_0001088,Liquid chromatography-mass spectrometry,24211404,Protein,,
477,C-C motif chemokine 2,DiagnosticBM,Diabetic Nephropathy,http://ns.ontoforce.com/datasets/nci/C84417,No,,Molecular Biomarker,Urine,UBERON_0001088,Liquid chromatography-mass spectrometry,23344851,Protein,P14844,
478,Xaa-Pro dipeptidase,DiagnosticBM,Diabetic Nephropathy,http://ns.ontoforce.com/datasets/nci/C84417,No,,Molecular Biomarker,Urine,UBERON_0001088,Liquid chromatography-mass spectrometry,23344851,Protein,,
479,Angiotensin-converting enzyme 2,DiagnosticBM,Diabetic Nephropathy,http://ns.ontoforce.com/datasets/nci/C84417,No,,Molecular Biomarker,Urine,UBERON_0001088,Western blot|immunohistochemistry|mass spectrometry|enzyme linked immunosorbent assay (ELISA)|,24452639,Protein,Q8R0I0,
480,Tissue inhibitor of metalloproteinase 1,PrognosticBM,Diabetic Nephropathy,http://ns.ontoforce.com/datasets/nci/C84417,No,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA),8721333,Protein,Q58P21,
481,Connective tissue growth factor,DiagnosticBM,Diabetic Nephropathy,http://ns.ontoforce.com/datasets/nci/C84417,No,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA),16380465,Protein,P29268,
482,Collagen alpha-4(IV) chain|Collagen alpha-5(IV) chain|Collagen alpha-2(IV) chain|Collagen alpha-1(IV) chain|Collagen alpha-3(IV) chain|Collagen alpha-6(IV) chain,DiagnosticBM,Diabetic Nephropathy,http://ns.ontoforce.com/datasets/nci/C84417,No,,Molecular Biomarker,Urine,UBERON_0001088,Radioimmunoassay,10971150,Protein,P53420|P29400|P08572|P02462|Q01955|Q14031,
483,Protein S100-B,DiagnosticBM,Diffuse traumatic brain injury,http://ns.ontoforce.com/datasets/icd10/S06.2X,No,,Molecular Biomarker,Urine,UBERON_0001088,Immunoassay,23031665,Protein,P04271,
484,Glycoprotein hormones alpha chain,DiagnosticBM,Drug Abuse,http://ns.ontoforce.com/datasets/nci/C16522,No,,Molecular Biomarker,Urine,UBERON_0001088,Immunoassay,23303576,Protein,P01215,
485,Serum albumin,PredictiveBM,Drug-Induced Nephropathy,http://ns.ontoforce.com/datasets/nci/C114583,No,,Molecular Biomarker,Urine,UBERON_0001088,Automated urine protein analysis,20438795,Protein,P07724,Puromycin aminonucleoside (PAN) or cisplatin (CDDP)
486,Glutathione S-transferase A1,PredictiveBM,Drug-Induced Nephropathy,http://ns.ontoforce.com/datasets/nci/C114583,No,,Molecular Biomarker,Urine,UBERON_0001088,Immunoassay,20438795,Protein,P13745,Puromycin aminonucleoside (PAN) or cisplatin (CDDP)
487,Cystatin-C,PredictiveBM,Drug-Induced Nephropathy,http://ns.ontoforce.com/datasets/nci/C114583,No,,Molecular Biomarker,Urine,UBERON_0001088,Automated urine protein analysis,20438795,Protein,P14841,Puromycin aminonucleoside (PAN) or cisplatin (CDDP)
488,Hepatitis A virus cellular receptor 1 homolog,PredictiveBM,Drug-Induced Nephropathy,http://ns.ontoforce.com/datasets/nci/C114583,No,,Molecular Biomarker,Urine,UBERON_0001088,Immunoassay,20438795,Protein,O54947,Puromycin aminonucleoside (PAN) or cisplatin (CDDP)
489,L-lactate dehydrogenase C chain,PredictiveBM,Drug-Induced Nephropathy,http://ns.ontoforce.com/datasets/nci/C114583,No,,Molecular Biomarker,Urine,UBERON_0001088,Automated urine protein analysis,20438795,Protein,P00342,Puromycin aminonucleoside (PAN) or cisplatin (CDDP)
490,Glutathione S-transferase Mu 1,PredictiveBM,Drug-Induced Nephropathy,http://ns.ontoforce.com/datasets/nci/C114583,No,,Molecular Biomarker,Urine,UBERON_0001088,Immunoassay,20438795,Protein,P10649,Puromycin aminonucleoside (PAN) or cisplatin (CDDP)
491,Neutrophil gelatinase-associated lipocalin,PredictiveBM,Drug-Induced Nephropathy,http://ns.ontoforce.com/datasets/nci/C114583,No,,Molecular Biomarker,Urine,UBERON_0001088,Immunoassay,20438795,Protein,P30152,Puromycin aminonucleoside (PAN) or cisplatin (CDDP)
492,Beta-2-microglobulin,PredictiveBM,Drug-Induced Nephropathy,http://ns.ontoforce.com/datasets/nci/C114583,No,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA),20438795,Protein,P07151,Puromycin aminonucleoside (PAN) or cisplatin (CDDP)
493,Beta-2-microglobulin,DiagnosticBM,Drug-Induced Nephropathy,http://ns.ontoforce.com/datasets/nci/C114583,No,,Molecular Biomarker,Urine,UBERON_0001088,Immunoassay,20816719,Protein,P07151,
494,Calbindin,DiagnosticBM,Drug-Induced Nephropathy,http://ns.ontoforce.com/datasets/nci/C114583,No,,Molecular Biomarker,Urine,UBERON_0001088,Immunoassay,20816719,Protein,P07171,
495,Clusterin,DiagnosticBM,Drug-Induced Nephropathy,http://ns.ontoforce.com/datasets/nci/C114583,No,,Molecular Biomarker,Urine,UBERON_0001088,Immunoassay,20816719,Protein,P05371,
496,Cystatin-C,DiagnosticBM,Drug-Induced Nephropathy,http://ns.ontoforce.com/datasets/nci/C114583,No,,Molecular Biomarker,Urine,UBERON_0001088,Immunoassay,20816719,Protein,P14841,
497,Hepatitis A virus cellular receptor 1 homolog,DiagnosticBM,Drug-Induced Nephropathy,http://ns.ontoforce.com/datasets/nci/C114583,No,,Molecular Biomarker,Urine,UBERON_0001088,Immunoassay,20816719,Protein,O54947,
498,Neutrophil gelatinase-associated lipocalin,DiagnosticBM,Drug-Induced Nephropathy,http://ns.ontoforce.com/datasets/nci/C114583,No,,Molecular Biomarker,Urine,UBERON_0001088,Immunoassay,20816719,Protein,P30152,
499,Osteopontin,DiagnosticBM,Drug-Induced Nephropathy,http://ns.ontoforce.com/datasets/nci/C114583,No,,Molecular Biomarker,Urine,UBERON_0001088,Immunoassay,20816719,Protein,P08721,
500,Metalloproteinase inhibitor 1,DiagnosticBM,Drug-Induced Nephropathy,http://ns.ontoforce.com/datasets/nci/C114583,No,,Molecular Biomarker,Urine,UBERON_0001088,Immunoassay,20816719,Protein,P30120,
501,Vascular endothelial growth factor A,DiagnosticBM,Drug-Induced Nephropathy,http://ns.ontoforce.com/datasets/nci/C114583,No,,Molecular Biomarker,Urine,UBERON_0001088,Immunoassay,20816719,Protein,P16612,
502,Clusterin,DiagnosticBM,Drug-Induced Nephropathy,http://ns.ontoforce.com/datasets/nci/C114583,No,,Molecular Biomarker,Urine,UBERON_0001088,Immunoassay,22581810,Protein,P05371,
503,Glutathione S-transferase Mu 1,DiagnosticBM,Drug-Induced Nephropathy,http://ns.ontoforce.com/datasets/nci/C114583,No,,Molecular Biomarker,Urine,UBERON_0001088,Immunoassay,22581810,Protein,P04905,
504,Hepatitis A virus cellular receptor 1 homolog,DiagnosticBM,Drug-Induced Nephropathy,http://ns.ontoforce.com/datasets/nci/C114583,No,,Molecular Biomarker,Urine,UBERON_0001088,Immunoassay,22581810,Protein,O54947,
505,Neutrophil gelatinase-associated lipocalin,DiagnosticBM,Drug-Induced Nephropathy,http://ns.ontoforce.com/datasets/nci/C114583,No,,Molecular Biomarker,Urine,UBERON_0001088,Immunoassay,22581810,Protein,P30152,
506,Osteopontin,DiagnosticBM,Drug-Induced Nephropathy,http://ns.ontoforce.com/datasets/nci/C114583,No,,Molecular Biomarker,Urine,UBERON_0001088,Immunoassay,22581810,Protein,P08721,
507,Integrin beta-3,DiagnosticBM,Drug-Induced Nephropathy,http://ns.ontoforce.com/datasets/nci/C114583,No,,Molecular Biomarker,Urine,UBERON_0001088,Immunoassay,22581810,Protein,O54890,
508,Serum albumin,DiagnosticBM,Drug-Induced Nephropathy,http://ns.ontoforce.com/datasets/nci/C114583,No,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA),20458317,Protein,P07724,
509,Trefoil factor 3,DiagnosticBM,Drug-Induced Nephropathy,http://ns.ontoforce.com/datasets/nci/C114583,No,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA),20458317,Protein,Q03191,
510,Glutathione S-transferase alpha-1,PredictiveBM,Drug-Induced Nephropathy,http://ns.ontoforce.com/datasets/nci/C114583,No,,Molecular Biomarker,Urine,UBERON_0001088,Immunoassay,21593213,Protein,P00502,"Cisplatin, gentamicin, or N-phenylanthranilic acid (NPAA)"
511,Glutathione S-transferase Mu 1,PredictiveBM,Drug-Induced Nephropathy,http://ns.ontoforce.com/datasets/nci/C114583,No,,Molecular Biomarker,Urine,UBERON_0001088,Immunoassay,21593213,Protein,P04905,"Cisplatin, gentamicin, or N-phenylanthranilic acid (NPAA)"
512,DNA-directed RNA polymerase I subunit RPA1,PredictiveBM,Drug-Induced Nephropathy,http://ns.ontoforce.com/datasets/nci/C114583,No,,Molecular Biomarker,Urine,UBERON_0001088,Immunoassay,21593213,Protein,O54889,"Cisplatin, gentamicin, or N-phenylanthranilic acid (NPAA)"
513,Clusterin,PredictiveBM,Drug-Induced Nephropathy,http://ns.ontoforce.com/datasets/nci/C114583,No,,Molecular Biomarker,Urine,UBERON_0001088,Immunoassay,21593213,Protein,P05371,"Cisplatin, gentamicin, or N-phenylanthranilic acid (NPAA)"
514,Hepatitis A virus cellular receptor 1 homolog,PredictiveBM,Drug-Induced Nephropathy,http://ns.ontoforce.com/datasets/nci/C114583,No,,Molecular Biomarker,Urine,UBERON_0001088,Immunoassay,21905055,Protein,O54947,Hexachloro-1:3-butadiene (HCBD) 
515,Glutathione S-transferase A1,PredictiveBM,Drug-Induced Nephropathy,http://ns.ontoforce.com/datasets/nci/C114583,No,,Molecular Biomarker,Urine,UBERON_0001088,Immunoassay,21905055,Protein,P13745,Hexachloro-1:3-butadiene (HCBD) 
516,Putative uncharacterized protein,DiagnosticBM,Drug-Induced Nephropathy,http://ns.ontoforce.com/datasets/nci/C114583,No,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA),22356524,Protein,Q3UMV5,
517,Semaphorin IV homolog,DiagnosticBM,Drug-Induced Nephropathy,http://ns.ontoforce.com/datasets/nci/C114583,No,,Molecular Biomarker,Urine,UBERON_0001088,Immunoassay,22581810,Protein,O54948,
518,Galectin-6,DiagnosticBM,Drug-Induced Nephropathy,http://ns.ontoforce.com/datasets/nci/C114583,No,,Molecular Biomarker,Urine,UBERON_0001088,Immunoassay,22581810,Protein,O54891,
519,Glutathione S-transferase P,DiagnosticBM,Drug-Induced Nephropathy,http://ns.ontoforce.com/datasets/nci/C114583,No,,Molecular Biomarker,Urine,UBERON_0001088,Immunoassay,22581810,Protein,P04906,
520,"Keratin, type I cytoskeletal 19",DiagnosticBM,Endometriosis,http://purl.obolibrary.org/obo/DOID_289,No,,Molecular Biomarker,Urine,UBERON_0001088,Mass spectrometry,21168580,Protein,P08727,
521,Vitamin D-binding protein,DiagnosticBM,Endometriosis,http://purl.obolibrary.org/obo/DOID_289,No,,Molecular Biomarker,Urine,UBERON_0001088,High performance liquid chromatography-mass spectrometry,22158084,Protein,P02774,
522,Angiotensinogen,DiagnosticBM,Essential (primary) hypertension,http://ns.ontoforce.com/datasets/icd10/I10,No,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA),23529640,Protein,P01019,
523,Glutathione S-transferase P,DiagnosticBM,Exercise,http://ns.ontoforce.com/datasets/nci/C16567,No,,Molecular Biomarker,Urine,UBERON_0001088,Spectrophotometry,24634834,Protein,P09211,
524,Protein S100-A6,DiagnosticBM,Gastrointestinal system cancer,http://purl.obolibrary.org/obo/DOID_3119,No,,Molecular Biomarker,Urine,UBERON_0001088,Mass spectrometry,21538913,Protein,P06703,
525,Protein S100-A9,DiagnosticBM,Gastrointestinal system cancer,http://purl.obolibrary.org/obo/DOID_3119,No,,Molecular Biomarker,Urine,UBERON_0001088,Mass spectrometry,21538913,Protein,P06702,
526,Protein S100-P,DiagnosticBM,Gastrointestinal system cancer,http://purl.obolibrary.org/obo/DOID_3119,No,,Molecular Biomarker,Urine,UBERON_0001088,Mass spectrometry,21538913,Protein,P25815,
527,Protein S100-A12,DiagnosticBM,Gastrointestinal system cancer,http://purl.obolibrary.org/obo/DOID_3119,No,,Molecular Biomarker,Urine,UBERON_0001088,Mass spectrometry,21538913,Protein,P80511,
528,Annexin A1,DiagnosticBM|PrognosticBM,Glomerulonephritis,http://purl.obolibrary.org/obo/DOID_2921,No,,Molecular Biomarker,Urine,UBERON_0001088,Western blot,24591769,Protein,P04083,
529,C-C motif chemokine 2,PrognosticBM,Glomerulonephritis,http://purl.obolibrary.org/obo/DOID_2921,No,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA),24414608,Protein,P13500,
530,Protein S100-A9,DiagnosticBM,Glucose intolerance,http://purl.obolibrary.org/obo/DOID_10603,No,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA),22822112,Protein,P06702,
531,Creatine kinase B-type,DiagnosticBM,Heart failure,http://ns.ontoforce.com/datasets/icd10/I50,No,,Molecular Biomarker,Urine,UBERON_0001088,Mass spectrometry,23713052,Protein,P07335,
532,Desmoglein-2,DiagnosticBM,Heart failure,http://ns.ontoforce.com/datasets/icd10/I50,No,,Molecular Biomarker,Urine,UBERON_0001088,Mass spectrometry,23713052,Protein,Q14126,
533,Insulin-like growth factor-binding protein 7,DiagnosticBM,Heart failure,http://ns.ontoforce.com/datasets/icd10/I50,No,,Molecular Biomarker,Urine,UBERON_0001088,Mass spectrometry,23713052,Protein,Q16270,
534,Myosin-7,DiagnosticBM,Heart failure,http://ns.ontoforce.com/datasets/icd10/I50,No,,Molecular Biomarker,Urine,UBERON_0001088,Mass spectrometry,23713052,Protein,P12883,
535,Matrix metalloproteinase-9,PredictiveBM,Hemangioma,http://purl.obolibrary.org/obo/DOID_255,No,,Molecular Biomarker,Urine,UBERON_0001088,Gel electrophoresis|high performance liquid chromatography-mass spectrometry,24135743,Protein,P14780,Propranolol
536,Pentraxin-related protein PTX3,DiagnosticBM,Henoch-Schonlein Purpura Nephritis,http://ns.ontoforce.com/datasets/nci/C123181,No,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA),23963627,Protein,P26022,
537,Angiotensinogen,PrognosticBM,Henoch-Schonlein Purpura Nephritis,http://ns.ontoforce.com/datasets/nci/C123181,No,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA),21854508,Protein,P01019,
538,Angiotensinogen,DiagnosticBM,Henoch-Schonlein Purpura Nephritis,http://ns.ontoforce.com/datasets/nci/C123181,No,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA),21854508,Protein,P01019,
539,Superoxide dismutase [Cu-Zn],DiagnosticBM,Hepatic fibrosis,http://ns.ontoforce.com/datasets/icd10/K74.0,No,,Molecular Biomarker,Urine,UBERON_0001088,Gel electrophoresis|mass spectrometry,18777138,Protein,P08228,
540,D-dopachrome decarboxylase,DiagnosticBM,Hepatic fibrosis,http://ns.ontoforce.com/datasets/icd10/K74.0,No,,Molecular Biomarker,Urine,UBERON_0001088,Gel electrophoresis|mass spectrometry,18777138,Protein,O35215,
541,Beta-2-microglobulin,DiagnosticBM,Hepatic fibrosis,http://ns.ontoforce.com/datasets/icd10/K74.0,No,,Molecular Biomarker,Urine,UBERON_0001088,Gel electrophoresis|mass spectrometry,18777138,Protein,P07151,
542,Neutrophil gelatinase-associated lipocalin,DiagnosticBM,Hepatic fibrosis,http://ns.ontoforce.com/datasets/icd10/K74.0,No,,Molecular Biomarker,Urine,UBERON_0001088,Gel electrophoresis|mass spectrometry,18777138,Protein,P11672,
543,Neutrophil gelatinase-associated lipocalin,DiagnosticBM,HIV-Associated Nephropathy,http://ns.ontoforce.com/datasets/nci/C26918,No,,Molecular Biomarker,Urine,UBERON_0001088,Western blot,21555394,Protein,P80188,
544,Angiotensinogen,DiagnosticBM,Hydronephrosis,http://purl.obolibrary.org/obo/DOID_11111,No,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA),23772991,Protein,P01019,
545,Pro-epidermal growth factor,DiagnosticBM,Hydronephrosis with renal and ureteral calculous obstruction,http://ns.ontoforce.com/datasets/icd10/N13.2,No,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA),23228281,Protein,P01133,
546,C-C motif chemokine 2,DiagnosticBM,Hydronephrosis with renal and ureteral calculous obstruction,http://ns.ontoforce.com/datasets/icd10/N13.2,No,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA),23228281,Protein,P13500,
547,C-X-C motif chemokine 9,DiagnosticBM,Hyperacute Allograft Rejection,http://ns.ontoforce.com/datasets/nci/C114848,No,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA),15857922,Protein,Q07325,
548,Na(+)/H(+) exchange regulatory cofactor NHE-RF3,DiagnosticBM,Hyperaldosteronism,http://purl.obolibrary.org/obo/DOID_446,No,,Molecular Biomarker,Urine,UBERON_0001088,Western blot,22851731,Protein,Q9JJ40,
549,Na-K-2Cl cotransporter,DiagnosticBM,Hyperaldosteronism,http://purl.obolibrary.org/obo/DOID_446,No,,Molecular Biomarker,Urine,UBERON_0001088,Western blot,22851731,Protein,O76030,
550,Neutrophil gelatinase-associated lipocalin,DiagnosticBM,Hypertension,http://purl.obolibrary.org/obo/DOID_10763,No,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA),24308223,Protein,P80188,
